TimeOfDay,Name,RoadDistance,Date_parsed,Elevation,LC_40.0,LC_90.0,Season,EleID,Year,LC_10.0,LC_60.0,Datetime_standard,Month,HumanDistance,LC_50.0,longitude,LandCover2,latitude,WaterDistance,NDVI_normalized,LC_20.0,Day,Hour,DayOfWeek,Protected,ElephantPresent,LC_80.0,LC_30.0
Night,Kumari,94.34598529,2010-01-10 00:00:00,73.0,0,0,Dry,622000,2010.0,1,0,2010-01-10 04:00:00,1.0,1051.842726,0,80.24049469,10.0,7.961866598,103.1484676,0.8512,0,10.0,4,6.0,0,1,0,0
Evening,Kala,973.3267346,2009-11-07 00:00:00,126.0,0,0,Inter-Monsoon-2,621991,2009.0,0,0,2009-11-07 20:00:00,11.0,1110.871874,0,80.5920577,20.0,8.011649257,3179.568473,0.3003,1,7.0,20,5.0,1,1,0,0
Afternoon,Sakunthala,1323.466848,2009-10-07 00:00:00,32.0,0,0,Inter-Monsoon-2,621992,2009.0,0,0,2009-10-07 16:00:00,10.0,4512.014518,0,81.15433588,80.0,6.291262043,157.7668352,0.7906,0,7.0,16,2.0,0,1,1,0
Night,Negative,401204.4907,2010-01-10,84.0,0,0,Dry,0,2010.0,1,0,2010-01-10 04:00:00,1.0,401510.5496,0,84.10229282492209,10.0,4.765909333001318,398831.7056,-0.2,0,10.0,4,6.0,0,0,0,0
Night,Negative,1070.236594,2010-04-04,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-04 04:00:00,4.0,351.455844,0,82.86968391962027,40.0,6.903155263842635,1675.122865,0.7758,0,4.0,4,6.0,0,0,0,0
Midday,Samudra,1825.490466,2009-12-08 00:00:00,123.0,0,0,Dry,621991,2009.0,0,0,2009-12-08 12:00:00,12.0,2612.900291,0,80.81924975,30.0,8.113790184,6620.700598,0.8783,0,8.0,12,1.0,1,1,0,1
Evening,Samudra,1692.635953,2010-04-06 00:00:00,152.0,0,0,Inter-Monsoon,621990,2010.0,0,0,2010-04-06 20:00:00,4.0,982.3533536,0,80.7995095,30.0,8.091131126,3754.341398,0.8678,0,6.0,20,1.0,1,1,0,1
Afternoon,Negative,143.5193619,2009-11-12,9.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-12 16:00:00,11.0,2754.937194,0,83.04095317317422,40.0,7.812110138713336,5609.338295,0.7429,0,12.0,16,3.0,0,0,0,0
Midday,Ekes,2819.636072,,101.0,0,0,,621996,,0,0,,,5118.487785,0,81.232866,30.0,6.573561728,3185.431581,0.8071,0,,12,,0,1,0,1
Night,Negative,1115.048663,2009-12-12,10.0,0,0,Dry,0,2009.0,0,1,2009-12-12 04:00:00,12.0,417.9268672,0,81.17479147597886,60.0,4.6247668259605375,1011.359446,0.6874,0,12.0,4,5.0,0,0,0,0
Afternoon,Negative,1070.236594,2010-02-01,10.0,1,0,Dry,0,2010.0,0,0,2010-02-01 16:00:00,2.0,351.455844,0,84.23072533899861,40.0,6.952507359608422,1675.122865,0.7758,0,1.0,16,0.0,0,0,0,0
Evening,Kala,1278.97495,,133.0,0,0,,621991,,1,0,,,849.7540909,0,80.55060093,10.0,7.957660048,1904.810483,0.102,0,,20,,1,1,0,0
Midday,Ekes,5520.211708,2010-05-09 00:00:00,94.0,0,0,Inter-Monsoon,621996,2010.0,0,0,2010-05-09 12:00:00,5.0,7842.839984,0,81.20393979,30.0,6.556558694,2142.398459,0.5557,0,9.0,12,6.0,0,1,0,1
Afternoon,Sugala,2342.766928,,15.0,1,0,,621513,,0,0,,,1371.193958,0,81.76922077,40.0,7.312134251,1758.544175,0.729,0,,16,,0,1,0,0
Midday,Chandi,1624.458348,,101.0,0,0,,622000,,1,0,,,245.6092511,0,80.3477794,10.0,7.883158452,1004.990431,0.7655,0,,12,,0,1,0,0
Night,Sugala,1461.350937,,10.0,1,0,,621513,,0,0,,,1863.608415,0,81.74475974,40.0,7.283981735,4484.528903,0.7319,0,,0,,0,1,0,0
Evening,Negative,1070.236594,2009-10-09,10.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-10-09 20:00:00,10.0,351.455844,0,82.78752368070161,40.0,7.324390954086232,1675.122865,0.7758,0,9.0,20,4.0,0,0,0,0
Afternoon,Sugala,1081.418764,2010-05-01 00:00:00,28.0,0,0,Inter-Monsoon,621513,2010.0,0,0,2010-05-01 16:00:00,5.0,1155.154275,0,81.63549602,30.0,7.34354884,7839.661986,0.7745,0,1.0,16,5.0,0,1,0,1
Night,Sakunthala,3292.421917,2010-05-09 00:00:00,72.0,0,0,Inter-Monsoon,621992,2010.0,1,0,2010-05-09 00:00:00,5.0,2532.375927,0,81.04430003,10.0,6.3965717,17833.75764,0.7853,0,9.0,0,6.0,1,1,0,0
Midday,Kumari,936.290401,,54.0,0,0,,622000,,0,0,,,1842.672363,0,80.17216841,30.0,7.938780546,2320.744002,0.659,0,,12,,1,1,0,1
Afternoon,Wanamali,2939.311715,2010-03-04 00:00:00,24.0,0,0,Inter-Monsoon,621512,2010.0,1,0,2010-03-04 16:00:00,3.0,4077.709566,0,81.12154401,10.0,6.20920342,613.5276804,0.8753,0,4.0,16,3.0,0,1,0,0
Afternoon,Udani,188.6539835,,25.0,0,0,,621514,,0,0,,,3190.740982,0,81.70914186,30.0,7.307493084,5118.11917,0.8227,0,,16,,0,1,0,1
Midday,Sugala,124.5434104,,16.0,0,0,,621513,,0,0,,,2174.843627,0,81.7444185,30.0,7.147246975,250.1944066,0.8753,0,,12,,0,1,0,1
Night,Hurululiya,4799.3499,,153.0,0,0,,621998,,0,0,,,3882.790095,0,80.76851883,30.0,8.081689386,4213.644967,0.8639,0,,0,,1,1,0,1
Evening,Sakunthala,3003.466423,2010-04-12 00:00:00,73.0,0,0,Inter-Monsoon,621992,2010.0,1,0,2010-04-12 20:00:00,4.0,2510.991202,0,81.11442481,10.0,6.351085746,6262.764871,0.8872,0,12.0,20,0.0,1,1,0,0
Night,Negative,225.8991195,2010-01-01,15.0,0,0,Dry,0,2010.0,1,0,2010-01-01 04:00:00,1.0,963.1471465,0,82.07927014590798,10.0,4.7408308800736245,681.9496245,0.7716,0,1.0,4,4.0,1,0,0,0
Night,Nancy,1155.246359,2010-09-09 00:00:00,134.0,0,0,Inter-Monsoon-2,622001,2010.0,1,0,2010-09-09 04:00:00,9.0,1955.658518,0,80.8100635,10.0,8.114563914,2676.254196,0.7721,0,9.0,4,3.0,1,1,0,0
Evening,Negative,401433.7911,2010-03-11,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-11 20:00:00,3.0,401727.8367,0,84.16928529838434,10.0,6.382546137269745,399051.0405,-0.2,0,11.0,20,3.0,0,0,0,0
Night,Negative,480.4430664,2010-03-08,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-08 04:00:00,3.0,1449.497527,0,82.08796776891778,10.0,6.363093206429778,5503.669844,0.8402,0,8.0,4,0.0,1,0,0,0
Night,Sugala,2516.783028,,20.0,0,0,,621513,,0,0,,,2386.879052,0,81.75419927,30.0,7.278828491,5138.211911,0.643,0,,4,,0,1,0,1
Evening,Negative,480.4430664,2009-11-11,16.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-11 20:00:00,11.0,1449.497527,0,82.95789613334232,10.0,6.644080297261739,5503.669844,0.8402,0,11.0,20,2.0,1,0,0,0
Midday,Negative,1551.233711,2009-12-09,198.0,0,0,Dry,0,2009.0,1,0,2009-12-09 12:00:00,12.0,700.479064,0,80.81680450044753,10.0,7.285613722748137,3485.54485,0.7697,0,9.0,12,2.0,0,0,0,0
Evening,Negative,238.4170497,2010-09-11,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-11 20:00:00,9.0,961.332115,0,81.8489371185295,10.0,4.724708973004585,660.8787428,0.7716,0,11.0,20,5.0,1,0,0,0
Night,Negative,401433.7911,2010-05-07,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-07 00:00:00,5.0,401727.8367,0,84.32390456829278,10.0,4.8577602661550365,399051.0405,-0.2,0,7.0,0,4.0,0,0,0,0
Midday,Madara,760.9487961,,112.0,0,0,,621994,,1,0,,,486.7389138,0,80.29559329,10.0,7.866422213,165.2385396,0.5688,0,,12,,0,1,0,0
Midday,Negative,480.4430664,2010-03-09,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-09 12:00:00,3.0,1449.497527,0,81.94287587773279,10.0,6.395479845629332,5503.669844,0.8402,0,9.0,12,1.0,1,0,0,0
Midday,Soma,2488.728245,,23.0,0,0,,621995,,0,0,,,5419.296092,0,81.16068655,30.0,8.081859014,8518.334455,0.7736,0,,12,,1,1,0,1
Midday,Negative,1115.048663,2010-01-03,10.0,0,0,Dry,0,2010.0,0,1,2010-01-03 12:00:00,1.0,417.9268672,0,80.66707367641813,60.0,5.860082165878179,1011.359446,0.6874,0,3.0,12,6.0,0,0,0,0
Evening,Nalagiri,2473.106899,2009-09-05 00:00:00,114.0,0,0,Inter-Monsoon-2,621997,2009.0,1,0,2009-09-05 20:00:00,9.0,3381.19859,0,81.29724204,10.0,7.614600502,4596.391253,0.8167,0,5.0,20,5.0,1,1,0,0
Night,Soma,1855.573627,,17.0,0,0,,621995,,0,0,,,2998.39866,0,81.19372657,30.0,8.124946307,1876.028336,0.8416,0,,0,,1,1,0,1
Evening,Kumari,76.93675617,,47.0,0,0,,622000,,1,0,,,609.5599023,0,80.09423486,10.0,7.911575158,1711.301542,0.6247,0,,20,,0,1,0,0
Evening,Wanamali,962.7320285,,60.0,1,0,,621512,,0,0,,,1460.717759,0,81.03271248,40.0,6.335031301,1284.056392,0.8326,0,,20,,0,1,0,0
Early Morning,Negative,401433.7911,2010-01-02,84.0,0,0,Dry,0,2010.0,1,0,2010-01-02 08:00:00,1.0,401727.8367,0,84.38834728085882,10.0,5.219842927241071,399051.0405,-0.2,0,2.0,8,5.0,0,0,0,0
Night,Nancy,8411.016499,,99.0,0,0,,622001,,1,0,,,2085.195977,0,80.85186453,10.0,8.159962355,1175.648928,0.8004,0,,4,,0,1,0,0
Night,Negative,1492.420043,2010-09-06,73.0,0,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-06 00:00:00,9.0,994.7515908,0,80.08939034915674,30.0,6.686392310359922,10301.99663,0.7237,0,6.0,0,0.0,0,0,0,1
Afternoon,Negative,1070.236594,2010-01-09,10.0,1,0,Dry,0,2010.0,0,0,2010-01-09 16:00:00,1.0,351.455844,0,82.05606789573453,40.0,7.145510066280998,1675.122865,0.7758,0,9.0,16,5.0,0,0,0,0
Midday,Madara,235.0380998,,98.0,0,0,,621994,,1,0,,,803.5818079,0,80.3094192,10.0,7.941699245,424.2506546,0.8668,0,,12,,0,1,0,0
Evening,Negative,143.5193619,2010-03-02,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-03-02 20:00:00,3.0,2754.937194,0,82.77626554723109,40.0,8.2617564001492,5609.338295,0.7429,0,2.0,20,1.0,0,0,0,0
Early Morning,Mihiri,168.9622926,,155.0,0,0,,621999,,1,0,,,1803.541162,0,80.78869189,10.0,8.088213037,3827.978418,0.7897,0,,8,,1,1,0,0
Night,Negative,1115.048663,2010-09-02,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-02 00:00:00,9.0,417.9268672,0,80.1248566286198,60.0,4.296407032438787,1011.359446,0.6874,0,2.0,0,3.0,0,0,0,0
Evening,Sugala,1873.399509,,19.0,1,0,,621513,,0,0,,,3884.070347,0,81.71497692,40.0,7.285268956,2689.432615,0.7628,0,,20,,0,1,0,0
Night,Udani,702.0727909,,35.0,0,0,,621514,,0,0,,,862.1804098,0,81.63747503,30.0,7.339936965,7905.652663,0.7666,0,,0,,0,1,0,1
Night,Negative,480.4430664,2010-03-11,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-11 00:00:00,3.0,1449.497527,0,82.97563194409359,10.0,6.4022717691887205,5503.669844,0.8402,0,11.0,0,3.0,1,0,0,0
Night,Negative,480.4430664,2009-10-07,16.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-07 00:00:00,10.0,1449.497527,0,84.0396403914161,10.0,6.633130934893595,5503.669844,0.8402,0,7.0,0,2.0,1,0,0,0
Night,Negative,2800.112936,2009-11-12,11.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-12 00:00:00,11.0,1746.384265,0,81.71263118813108,10.0,6.436230318798695,2593.820317,0.8482,0,12.0,0,3.0,1,0,0,0
Night,Negative,1115.048663,2009-12-06,10.0,0,0,Dry,0,2009.0,0,1,2009-12-06 00:00:00,12.0,417.9268672,0,80.68264706378514,60.0,4.395142247746938,1011.359446,0.6874,0,6.0,0,6.0,0,0,0,0
Midday,Samudra,1980.047674,,152.0,0,0,,621990,,0,0,,,1240.322992,0,80.7978768,30.0,8.088986548,3918.89479,0.8678,0,,12,,1,1,0,1
Night,Ekes,5341.507604,2009-11-01 00:00:00,109.0,0,0,Inter-Monsoon-2,621996,2009.0,1,0,2009-11-01 04:00:00,11.0,5575.972081,0,81.18136547,10.0,6.565314924,903.0151189,0.8151,0,1.0,4,6.0,0,1,0,0
Early Morning,Wira,2816.147812,,68.0,0,0,,621993,,1,0,,,922.6382395,0,80.0903783,10.0,7.812176661,476.7418445,0.7959,0,,8,,0,1,0,0
Afternoon,Soma,593.4939678,2010-09-03 00:00:00,18.0,0,1,Inter-Monsoon-2,621995,2010.0,0,0,2010-09-03 16:00:00,9.0,4601.729211,0,81.16411908,90.0,8.108469442,11376.23432,0.2219,0,3.0,16,4.0,1,1,0,0
Evening,Hurululiya,3287.971951,,154.0,0,0,,621998,,0,0,,,2475.020252,0,80.78465532,30.0,8.083661066,3310.172296,0.8085,0,,20,,1,1,0,1
Evening,Ekes,1841.066217,,112.0,0,0,,621996,,1,0,,,5362.626359,0,81.22556886,10.0,6.579734478,549.6304865,0.6612,0,,20,,0,1,0,0
Early Morning,Negative,225.8991195,2010-09-02,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-02 08:00:00,9.0,963.1471465,0,81.38034101294532,10.0,5.796853963037288,681.9496245,0.7716,0,2.0,8,3.0,1,0,0,0
Evening,Negative,5109.21844,2010-05-06,18.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-05-06 20:00:00,5.0,3816.11333,0,81.37904627026244,30.0,8.196545133674464,4631.218098,0.5307,0,6.0,20,3.0,1,0,0,1
Evening,Negative,480.4430664,2010-02-04,16.0,0,0,Dry,0,2010.0,1,0,2010-02-04 20:00:00,2.0,1449.497527,0,83.15562603471662,10.0,5.858497504936733,5503.669844,0.8402,0,4.0,20,3.0,1,0,0,0
Evening,Negative,401204.4907,2010-05-06,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-06 20:00:00,5.0,401510.5496,0,82.44513749214026,10.0,4.264390864253934,398831.7056,-0.2,0,6.0,20,3.0,0,0,0,0
Midday,Negative,401204.4907,2009-10-09,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-09 12:00:00,10.0,401510.5496,0,82.84696156806353,10.0,4.487285828740247,398831.7056,-0.2,0,9.0,12,4.0,0,0,0,0
Early Morning,Mihiri,1686.116424,,222.0,0,0,,621999,,0,0,,,2574.934466,0,80.69153097,30.0,7.966074315,1058.044662,0.8903,0,,8,,1,1,0,1
Midday,Negative,1492.420043,2010-04-08,73.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-04-08 12:00:00,4.0,994.7515908,0,80.25706334543004,30.0,6.3865962874726385,10301.99663,0.7237,0,8.0,12,3.0,0,0,0,1
Night,Mihiri,482.2079444,,134.0,0,0,,621999,,1,0,,,2039.337623,0,80.78277138,10.0,8.093275385,3301.449269,0.868,0,,0,,1,1,0,0
Night,Kala,1308.450257,2010-04-04 00:00:00,127.0,1,0,Inter-Monsoon,621991,2010.0,0,0,2010-04-04 00:00:00,4.0,974.8759971,0,80.59454658,40.0,7.963159642,3438.748518,0.7923,0,4.0,0,6.0,0,1,0,0
Early Morning,Negative,1492.420043,2010-02-12,73.0,0,0,Dry,0,2010.0,0,0,2010-02-12 08:00:00,2.0,994.7515908,0,80.38496448183777,30.0,6.361601664461157,10301.99663,0.7237,0,12.0,8,4.0,0,0,0,1
Night,Negative,678.7102093,2010-04-06,60.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-06 00:00:00,4.0,129.3477672,0,82.02002077952567,10.0,8.114020073209732,1032.626706,0.7527,0,6.0,0,1.0,1,0,0,0
Afternoon,Hurululiya,1417.954937,2010-01-12 00:00:00,125.0,0,0,Dry,621998,2010.0,1,0,2010-01-12 16:00:00,1.0,627.2134886,0,80.79787394,10.0,8.094739458,3317.208429,0.8208,0,12.0,16,1.0,1,1,0,0
Afternoon,Mihiri,4409.51494,,131.0,0,0,,621999,,1,0,,,3674.980919,0,80.81272717,10.0,8.066325668,2893.209139,0.8612,0,,16,,1,1,0,0
Night,Negative,1551.233711,2010-04-03,198.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-03 00:00:00,4.0,700.479064,0,80.8016922968758,10.0,7.275300701348144,3485.54485,0.7697,0,3.0,0,5.0,0,0,0,0
Early Morning,Negative,401204.4907,2010-04-03,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-03 08:00:00,4.0,401510.5496,0,83.3664187383059,10.0,5.000635364338758,398831.7056,-0.2,0,3.0,8,5.0,0,0,0,0
Afternoon,Sakunthala,833.4931966,2009-10-12 00:00:00,38.0,0,0,Inter-Monsoon-2,621992,2009.0,1,0,2009-10-12 16:00:00,10.0,4045.833153,0,81.1601674,10.0,6.291947799,499.4352058,0.7906,0,12.0,16,0.0,0,1,0,0
Midday,Wanamali,2883.751434,,9.0,0,0,,621512,,1,0,,,1201.532829,0,81.15012669,10.0,6.177534295,310.5527798,0.8907,0,,12,,1,1,0,0
Afternoon,Madara,530.2726141,,141.0,0,0,,621994,,1,0,,,778.7688391,0,80.45704491,10.0,7.966159237,2007.892995,0.8097,0,,16,,1,1,0,0
Night,Wanamali,609.2999454,2010-05-11 00:00:00,64.0,0,0,Inter-Monsoon,621512,2010.0,1,0,2010-05-11 00:00:00,5.0,2675.519497,0,81.04592937,10.0,6.313400815,12182.81956,0.8356,0,11.0,0,1.0,0,1,0,0
Evening,Negative,283.3800832,2010-04-09,15.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-09 20:00:00,4.0,318.8917127,0,81.98539856426585,10.0,5.323000807244506,51.41555241,0.829,0,9.0,20,4.0,1,0,0,0
Evening,Ekes,3760.094684,,106.0,1,0,,621996,,0,0,,,6925.87808,0,81.19201586,40.0,6.574926933,330.835977,0.8697,0,,20,,0,1,0,0
Midday,Sakunthala,1227.516296,,81.0,0,0,,621992,,1,0,,,2149.952317,0,81.06841671,10.0,6.395800131,2035.116072,0.8376,0,,12,,1,1,0,0
Midday,Ekes,4927.122105,,112.0,0,0,,621996,,1,0,,,5855.074995,0,81.18197356,10.0,6.570896135,649.5703706,0.7874,0,,12,,0,1,0,0
Night,Madara,624.8837017,,108.0,0,0,,621994,,0,0,,,666.5620838,0,80.29396052,30.0,7.866428515,191.7892756,0.8178,0,,0,,0,1,0,1
Night,Negative,401204.4907,2009-08-09,84.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-08-09 04:00:00,8.0,401510.5496,0,82.6555546979816,10.0,4.347113539498856,398831.7056,-0.2,0,9.0,4,6.0,0,0,0,0
Midday,Negative,1492.420043,2010-01-05,73.0,0,0,Dry,0,2010.0,0,0,2010-01-05 12:00:00,1.0,994.7515908,0,80.16533174797686,30.0,6.662733980736226,10301.99663,0.7237,0,5.0,12,1.0,0,0,0,1
Night,Kala,2642.402115,,141.0,0,0,,621991,,1,0,,,1578.530469,0,80.57403273,10.0,8.0058149,1317.528955,0.0847,0,,4,,1,1,0,0
Afternoon,Wanamali,271.0461063,2010-09-04 00:00:00,17.0,0,0,Inter-Monsoon-2,621512,2010.0,1,0,2010-09-04 16:00:00,9.0,803.83741,0,81.09828472,10.0,6.155392127,609.6864019,0.8287,0,4.0,16,5.0,0,1,0,0
Midday,Negative,959.1844307,2010-05-06,40.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-06 12:00:00,5.0,782.0813074,0,80.32159785476769,10.0,8.294608988996291,1447.520049,0.4298,0,6.0,12,3.0,0,0,0,0
Midday,Wanamali,141.1343587,,75.0,0,0,,621512,,0,0,,,1406.241858,0,81.02850797,30.0,6.331946792,11536.54671,0.8141,0,,12,,0,1,0,1
Night,Negative,480.4430664,2010-01-05,16.0,0,0,Dry,0,2010.0,1,0,2010-01-05 00:00:00,1.0,1449.497527,0,82.6161026060303,10.0,6.786432712659648,5503.669844,0.8402,0,5.0,0,1.0,1,0,0,0
Afternoon,Negative,1115.048663,2009-11-10,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-11-10 16:00:00,11.0,417.9268672,0,81.21348156628842,60.0,5.834336431528559,1011.359446,0.6874,0,10.0,16,1.0,0,0,0,0
Night,Negative,401204.4907,2009-12-06,84.0,0,0,Dry,0,2009.0,1,0,2009-12-06 00:00:00,12.0,401510.5496,0,83.56908948295396,10.0,4.29913167139903,398831.7056,-0.2,0,6.0,0,6.0,0,0,0,0
Night,Madara,734.839041,,107.0,0,0,,621994,,1,0,,,633.1258872,0,80.29431256,10.0,7.867451186,193.7275196,0.8178,0,,4,,0,1,0,0
Early Morning,Negative,401204.4907,2009-10-12,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-12 08:00:00,10.0,401510.5496,0,83.34679319015649,10.0,5.131898087251497,398831.7056,-0.2,0,12.0,8,0.0,0,0,0,0
Early Morning,Sakunthala,1423.476025,2009-11-04 00:00:00,73.0,0,0,Inter-Monsoon-2,621992,2009.0,1,0,2009-11-04 08:00:00,11.0,3252.224266,0,81.08412145,10.0,6.381468654,2143.935519,0.8427,0,4.0,8,2.0,1,1,0,0
Midday,Kumari,1493.060404,2010-01-08 00:00:00,98.0,0,0,Dry,622000,2010.0,1,0,2010-01-08 12:00:00,1.0,977.8134546,0,80.24658962,10.0,7.962981177,784.1389937,0.8512,0,8.0,12,4.0,1,1,0,0
Night,Negative,894.8593567,2010-09-02,12.0,0,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-02 04:00:00,9.0,1314.614974,0,80.52765693077747,30.0,5.964528185783062,750.2988052,0.8393,0,2.0,4,3.0,0,0,0,1
Early Morning,Sugala,410.5990201,,10.0,1,0,,621513,,0,0,,,3165.83738,0,81.79188669,40.0,7.286380058,9341.097165,0.6399,0,,8,,0,1,0,0
Night,Negative,401204.4907,2009-09-03,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-09-03 00:00:00,9.0,401510.5496,0,84.25787010895093,10.0,4.461369846035307,398831.7056,-0.2,0,3.0,0,3.0,0,0,0,0
Evening,Negative,1115.048663,2010-05-12,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-05-12 20:00:00,5.0,417.9268672,0,81.11866459584654,60.0,4.3361822451537595,1011.359446,0.6874,0,12.0,20,2.0,0,0,0,0
Evening,Kumari,175.6277483,,55.0,0,0,,622000,,1,0,,,106.7468377,0,80.23328222,10.0,7.966502352,260.2928738,0.801,0,,20,,0,1,0,0
Night,Negative,3697.092514,2009-05-10,71.0,0,0,Inter-Monsoon,0,2009.0,0,0,2009-05-10 04:00:00,5.0,2648.229121,0,81.45415967543944,30.0,7.140046528466337,14925.6064,0.8992,0,10.0,4,6.0,1,0,0,1
Midday,Negative,401204.4907,2010-09-08,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-08 12:00:00,9.0,401510.5496,0,83.5289797789257,10.0,4.951321482937427,398831.7056,-0.2,0,8.0,12,2.0,0,0,0,0
Early Morning,Wanamali,2377.164576,2010-03-11 00:00:00,13.0,0,0,Inter-Monsoon,621512,2010.0,1,0,2010-03-11 08:00:00,3.0,1302.618055,0,81.14489312,10.0,6.177282452,637.3543476,0.8907,0,11.0,8,3.0,1,1,0,0
Night,Negative,1115.048663,2009-10-08,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-10-08 04:00:00,10.0,417.9268672,0,80.92055845765654,60.0,5.165990429672886,1011.359446,0.6874,0,8.0,4,3.0,0,0,0,0
Midday,Negative,1070.236594,2010-09-08,10.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-08 12:00:00,9.0,351.455844,0,84.5068369251145,40.0,7.439289547258452,1675.122865,0.7758,0,8.0,12,2.0,0,0,0,0
Midday,Ekes,2595.603818,2010-01-08 00:00:00,102.0,0,0,Dry,621996,2010.0,0,0,2010-01-08 12:00:00,1.0,5273.260251,0,81.23028835,30.0,6.57441325,3482.099708,0.7134,0,8.0,12,4.0,0,1,0,1
Afternoon,Sugala,87.86277532,,13.0,0,0,,621513,,0,1,,,2428.68513,0,81.73068201,60.0,7.311529018,1644.473365,0.7919,0,,16,,0,1,0,0
Evening,Soma,7880.814144,,18.0,0,0,,621995,,1,0,,,2839.12863,0,81.2035164,10.0,8.134050287,677.5388763,0.6827,0,,20,,1,1,0,0
Midday,Wanamali,418.2316051,,74.0,0,0,,621512,,1,0,,,1717.491229,0,81.02902313,10.0,6.328165449,11338.51219,0.8326,0,,12,,0,1,0,0
Midday,Ekes,2888.240159,2010-02-07 00:00:00,100.0,0,0,Dry,621996,2010.0,0,0,2010-02-07 12:00:00,2.0,5183.211733,0,81.23278423,30.0,6.572783806,3154.745832,0.8071,0,7.0,12,6.0,0,1,0,1
Night,Madara,689.9580974,,109.0,1,0,,621994,,0,0,,,677.5736451,0,80.41756498,40.0,8.025124969,5620.115338,0.7045,0,,0,,0,1,0,0
Night,Kala,1332.879185,,141.0,0,0,,621991,,1,0,,,652.5207243,0,80.58922553,10.0,7.967188631,4056.454818,0.7469,0,,0,,0,1,0,0
Evening,Negative,1115.048663,2010-04-10,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-04-10 20:00:00,4.0,417.9268672,0,80.50380306703376,60.0,5.6614258594306826,1011.359446,0.6874,0,10.0,20,5.0,0,0,0,0
Evening,Negative,1070.236594,2010-02-03,10.0,1,0,Dry,0,2010.0,0,0,2010-02-03 20:00:00,2.0,351.455844,0,84.01417348654567,40.0,6.824581198741178,1675.122865,0.7758,0,3.0,20,2.0,0,0,0,0
Evening,Kumari,121.4265288,,83.0,1,0,,622000,,0,0,,,1124.945841,0,80.24538874,40.0,8.043667597,508.9035167,0.8107,0,,20,,0,1,0,0
Evening,Madara,1438.869806,2009-11-02 00:00:00,98.0,0,0,Inter-Monsoon-2,621994,2009.0,1,0,2009-11-02 20:00:00,11.0,1101.874675,0,80.31499382,10.0,7.977490269,122.4305071,0.8265,0,2.0,20,0.0,0,1,0,0
Evening,Kala,1204.185988,,103.0,0,0,,621991,,1,0,,,417.433966,0,80.56330552,10.0,7.95577409,2818.12534,0.6313,0,,20,,0,1,0,0
Early Morning,Negative,480.4430664,2009-12-06,16.0,0,0,Dry,0,2009.0,1,0,2009-12-06 08:00:00,12.0,1449.497527,0,82.11938650167247,10.0,6.516863349316969,5503.669844,0.8402,0,6.0,8,6.0,1,0,0,0
Evening,Ekes,535.9858947,2009-05-10 00:00:00,132.0,0,0,Inter-Monsoon,621996,2009.0,1,0,2009-05-10 20:00:00,5.0,3540.571281,0,81.16858109,10.0,6.610296496,12234.25227,0.7032,0,10.0,20,6.0,0,1,0,0
Night,Madara,1073.00734,2010-09-12 00:00:00,88.0,0,0,Inter-Monsoon-2,621994,2010.0,0,0,2010-09-12 00:00:00,9.0,647.6432605,0,80.30040205,30.0,7.994569795,367.2264067,0.8387,0,12.0,0,6.0,0,1,0,1
