TimeOfDay,Name,RoadDistance,Date_parsed,Elevation,LC_40.0,LC_90.0,Season,EleID,Year,LC_10.0,LC_60.0,Datetime_standard,Month,HumanDistance,LC_50.0,longitude,LandCover2,latitude,WaterDistance,NDVI_normalized,LC_20.0,Day,Hour,DayOfWeek,Protected,ElephantPresent,LC_80.0,LC_30.0
Midday,Negative,283.3800832,2010-01-11,15.0,0,0,Dry,0,2010.0,1,0,2010-01-11 12:00:00,1.0,318.8917127,0,82.96019783509489,10.0,5.27738617952612,51.41555241,0.829,0,11.0,12,0.0,1,0,0,0
Evening,Negative,143.5193619,2010-03-07,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-03-07 20:00:00,3.0,2754.937194,0,83.14813312865897,40.0,8.360132730961979,5609.338295,0.7429,0,7.0,20,6.0,0,0,0,0
Night,Nalagiri,3717.29606,2009-11-12 00:00:00,103.0,0,0,Inter-Monsoon-2,621997,2009.0,1,0,2009-11-12 04:00:00,11.0,1479.618491,0,81.28007255,10.0,7.617090436,4134.905474,0.787,0,12.0,4,3.0,1,1,0,0
Midday,Sugala,331.5004921,2009-10-11 00:00:00,12.0,1,0,Inter-Monsoon-2,621513,2009.0,0,0,2009-10-11 12:00:00,10.0,2975.843108,0,81.74776685,40.0,7.156947006,1007.848654,0.8736,0,11.0,12,6.0,0,1,0,0
Night,Sakunthala,147.5550616,,60.0,0,0,,621992,,1,0,,,2333.677905,0,81.13072804,10.0,6.318208051,1787.367846,0.8063,0,,4,,0,1,0,0
Midday,Negative,480.4430664,2010-02-11,16.0,0,0,Dry,0,2010.0,1,0,2010-02-11 12:00:00,2.0,1449.497527,0,83.86428343440836,10.0,6.647106362097324,5503.669844,0.8402,0,11.0,12,3.0,1,0,0,0
Early Morning,Udani,1824.371059,,28.0,0,0,,621514,,1,0,,,3529.134827,0,81.70261866,10.0,7.324490135,846.1699179,0.8058,0,,8,,0,1,0,0
Evening,Kala,1494.028936,2010-03-04 00:00:00,130.0,0,0,Inter-Monsoon,621991,2010.0,1,0,2010-03-04 20:00:00,3.0,910.4354877,0,80.53282923,10.0,7.955171067,2526.272647,0.7563,0,4.0,20,3.0,1,1,0,0
Night,Madara,686.2023228,2009-09-08 00:00:00,99.0,0,0,Inter-Monsoon-2,621994,2009.0,1,0,2009-09-08 00:00:00,9.0,301.2614266,0,80.30212037,10.0,7.885047637,209.08457,0.429,0,8.0,0,1.0,0,1,0,0
Midday,Nalagiri,1528.09544,,44.0,0,0,,621997,,1,0,,,4714.911604,0,81.33757674,10.0,7.579664092,899.3712017,0.7209,0,,12,,0,1,0,0
Night,Madara,319.9257065,,101.0,0,0,,621994,,1,0,,,709.7358771,0,80.28589946,10.0,7.996200202,208.8338709,0.791,0,,0,,0,1,0,0
Early Morning,Negative,1505.346133,2010-04-07,136.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-07 08:00:00,4.0,489.0865987,0,80.62885734004918,40.0,7.996172223306155,177.1699081,0.6533,0,7.0,8,2.0,0,0,0,0
Midday,Negative,283.3800832,2009-11-07,15.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-07 12:00:00,11.0,318.8917127,0,81.83786440443022,10.0,5.975394392410933,51.41555241,0.829,0,7.0,12,5.0,1,0,0,0
Evening,Madara,1465.917032,2009-11-03 00:00:00,108.0,0,0,Inter-Monsoon-2,621994,2009.0,1,0,2009-11-03 20:00:00,11.0,1157.296534,0,80.31688645,10.0,7.979718451,96.51784531,0.8265,0,3.0,20,1.0,0,1,0,0
Evening,Negative,480.4430664,2009-12-11,16.0,0,0,Dry,0,2009.0,1,0,2009-12-11 20:00:00,12.0,1449.497527,0,81.87200278267429,10.0,6.660622874666819,5503.669844,0.8402,0,11.0,20,4.0,1,0,0,0
Afternoon,Soma,1101.230679,,36.0,0,0,,621995,,0,0,,,4714.330822,0,81.18522979,30.0,8.104000984,11972.43756,0.48,0,,16,,1,1,0,1
Night,Negative,1115.048663,2010-03-03,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-03-03 04:00:00,3.0,417.9268672,0,81.03728882538277,60.0,4.359634722037299,1011.359446,0.6874,0,3.0,4,2.0,0,0,0,0
Early Morning,Negative,245.3712199,2010-03-08,125.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-03-08 08:00:00,3.0,2214.763575,0,80.77421044016117,30.0,8.329653788671575,467.6275786,0.8551,0,8.0,8,0.0,0,0,0,1
Midday,Ekes,1912.636686,2010-05-03 00:00:00,118.0,0,0,Inter-Monsoon,621996,2010.0,1,0,2010-05-03 12:00:00,5.0,6962.715894,0,81.2085815,10.0,6.581623434,14994.1538,0.708,0,3.0,12,0.0,0,1,0,0
Midday,Negative,480.4430664,2010-01-11,16.0,0,0,Dry,0,2010.0,1,0,2010-01-11 12:00:00,1.0,1449.497527,0,83.30931233588576,10.0,5.826386989360415,5503.669844,0.8402,0,11.0,12,0.0,1,0,0,0
Evening,Wanamali,1430.823543,,77.0,0,0,,621512,,1,0,,,3107.992147,0,81.07725551,10.0,6.240792152,752.3946811,0.826,0,,20,,0,1,0,0
Afternoon,Negative,1233.423094,2009-11-01,44.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-01 16:00:00,11.0,914.9704122,0,80.04761830532874,10.0,6.804183751557763,1509.73285,0.8271,0,1.0,16,6.0,0,0,0,0
Midday,Negative,283.3800832,2010-09-07,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-07 12:00:00,9.0,318.8917127,0,82.41379690295355,10.0,4.740461949863903,51.41555241,0.829,0,7.0,12,1.0,1,0,0,0
Afternoon,Negative,2376.880502,2009-12-01,9.0,1,0,Dry,0,2009.0,0,0,2009-12-01 16:00:00,12.0,4132.669039,0,81.89461301485737,40.0,7.006660720778422,2353.244075,0.8731,0,1.0,16,1.0,1,0,0,0
Midday,Negative,480.4430664,2010-09-03,16.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-03 12:00:00,9.0,1449.497527,0,82.01915246057509,10.0,6.705870260766707,5503.669844,0.8402,0,3.0,12,4.0,1,0,0,0
Early Morning,Madara,133.0888688,2010-02-12 00:00:00,95.0,0,0,Dry,621994,2010.0,1,0,2010-02-12 08:00:00,2.0,810.6399253,0,80.31456887,10.0,7.982039169,479.782314,0.8265,0,12.0,8,4.0,0,1,0,0
Afternoon,Negative,238.4170497,2010-09-01,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-01 16:00:00,9.0,961.332115,0,81.40244759657483,10.0,5.602801329989506,660.8787428,0.7716,0,1.0,16,2.0,1,0,0,0
Night,Wanamali,782.9558071,2009-10-08 00:00:00,9.0,0,0,Inter-Monsoon-2,621512,2009.0,0,0,2009-10-08 04:00:00,10.0,752.967111,0,81.07391293,30.0,6.126466096,1335.361115,0.8355,0,8.0,4,3.0,0,1,0,1
Night,Kala,2617.461271,2010-03-02 00:00:00,127.0,0,0,Inter-Monsoon,621991,2010.0,1,0,2010-03-02 00:00:00,3.0,2583.362339,0,80.57188297,10.0,7.996287965,1876.921078,-0.0686,0,2.0,0,1.0,1,1,0,0
Night,Ekes,3079.541055,,104.0,0,0,,621996,,1,0,,,5509.877669,0,81.23131755,10.0,6.570034486,3185.648983,0.7134,0,,4,,0,1,0,0
Evening,Negative,4951.556926,2010-04-05,75.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-05 20:00:00,4.0,1047.61851,0,80.28800859240582,10.0,6.819913075244536,19740.61597,0.3874,0,5.0,20,0.0,0,0,0,0
Afternoon,Samudra,1396.612816,2010-01-05 00:00:00,125.0,0,0,Dry,621990,2010.0,1,0,2010-01-05 16:00:00,1.0,2134.935202,0,80.81710065,10.0,8.109067494,3625.458883,0.8137,0,5.0,16,1.0,1,1,0,0
Night,Sugala,843.3034724,,57.0,0,0,,621513,,1,0,,,2982.254456,0,81.57481422,10.0,7.324409177,16593.68595,0.7763,0,,4,,1,1,0,0
Night,Negative,10326.72751,2010-05-10,55.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-10 04:00:00,5.0,11487.28299,0,81.72520346230095,10.0,6.625514974113408,6971.320371,0.9252,0,10.0,4,0.0,1,0,0,0
Evening,Udani,377.9850015,,47.0,0,0,,621514,,0,0,,,3685.178978,0,81.69609899,30.0,7.332387667,806.0689183,0.7912,0,,20,,0,1,0,1
Early Morning,Madara,621.7383819,,88.0,0,0,,621994,,1,0,,,497.4893781,0,80.30391824,10.0,7.981098812,278.3903567,0.8382,0,,8,,0,1,0,0
Evening,Negative,401433.7911,2010-02-10,84.0,0,0,Dry,0,2010.0,1,0,2010-02-10 20:00:00,2.0,401727.8367,0,83.99749157790554,10.0,6.355249835121382,399051.0405,-0.2,0,10.0,20,2.0,0,0,0,0
Night,Kala,2842.002596,,127.0,0,0,,621991,,1,0,,,2012.130986,0,80.57111357,10.0,8.003152557,1220.886911,-0.0686,0,,4,,1,1,0,0
Evening,Negative,1070.236594,2010-01-12,10.0,1,0,Dry,0,2010.0,0,0,2010-01-12 20:00:00,1.0,351.455844,0,83.81898107506753,40.0,6.947185972859711,1675.122865,0.7758,0,12.0,20,1.0,0,0,0,0
Night,Sugala,351.6178441,,40.0,0,0,,621513,,1,0,,,1261.177194,0,81.62305357,10.0,7.328352065,970.2756544,0.839,0,,4,,0,1,0,0
Night,Negative,2407.208611,2009-03-03,87.0,0,0,Inter-Monsoon,0,2009.0,1,0,2009-03-03 04:00:00,3.0,358.3876924,0,80.32131922602244,10.0,8.071044742721634,7253.144504,0.7415,0,3.0,4,1.0,0,0,0,0
Afternoon,Negative,1551.233711,2009-10-03,198.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-03 16:00:00,10.0,700.479064,0,80.8684759433538,10.0,7.5299301863055135,3485.54485,0.7697,0,3.0,16,5.0,0,0,0,0
Night,Negative,1115.048663,2010-04-09,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-04-09 04:00:00,4.0,417.9268672,0,80.89632658434083,60.0,5.1217154210461615,1011.359446,0.6874,0,9.0,4,4.0,0,0,0,0
Night,Negative,401204.4907,2009-10-03,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-03 04:00:00,10.0,401510.5496,0,84.39956531622325,10.0,4.264867316080294,398831.7056,-0.2,0,3.0,4,5.0,0,0,0,0
Midday,Negative,1233.423094,2009-12-03,44.0,0,0,Dry,0,2009.0,1,0,2009-12-03 12:00:00,12.0,914.9704122,0,80.15204078647777,10.0,7.64669289405402,1509.73285,0.8271,0,3.0,12,3.0,0,0,0,0
Midday,Udani,3627.51213,,33.0,0,0,,621514,,1,0,,,1635.080289,0,81.68734289,10.0,7.35899401,2907.496622,0.8522,0,,12,,0,1,0,0
Evening,Negative,10590.2051,2010-09-11,2.0,0,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-11 20:00:00,9.0,1753.805537,0,81.21676097686002,30.0,8.259480584366113,2923.752137,0.6588,0,11.0,20,5.0,1,0,0,1
Evening,Negative,1115.048663,2009-12-04,10.0,0,0,Dry,0,2009.0,0,1,2009-12-04 20:00:00,12.0,417.9268672,0,80.3805489802234,60.0,4.942638092023746,1011.359446,0.6874,0,4.0,20,4.0,0,0,0,0
Afternoon,Samudra,971.2584279,,150.0,0,0,,621990,,0,0,,,456.9316723,0,80.79667196,30.0,8.102463681,2477.71794,0.9195,0,,16,,1,1,0,1
Midday,Negative,1115.048663,2009-12-05,10.0,0,0,Dry,0,2009.0,0,1,2009-12-05 12:00:00,12.0,417.9268672,0,80.07927638398954,60.0,4.681741563306057,1011.359446,0.6874,0,5.0,12,5.0,0,0,0,0
Night,Kala,1224.314341,2009-12-12 00:00:00,125.0,0,0,Dry,621991,2009.0,0,0,2009-12-12 00:00:00,12.0,2180.213735,0,80.55343376,30.0,7.9725969,881.473266,0.1309,0,12.0,0,5.0,1,1,0,1
Afternoon,Negative,283.3800832,2010-03-10,15.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-10 16:00:00,3.0,318.8917127,0,81.81376004725021,10.0,5.692342257593989,51.41555241,0.829,0,10.0,16,2.0,1,0,0,0
Midday,Negative,3082.503458,2009-11-05,91.0,0,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-05 12:00:00,11.0,5281.935495,0,81.11610000414666,30.0,7.604943366108351,17388.882,-0.2,0,5.0,12,3.0,1,0,0,1
Evening,Hurululiya,4309.501562,,147.0,0,0,,621998,,0,0,,,3504.465772,0,80.78250966,30.0,8.073538064,2243.610898,0.6874,0,,20,,1,1,0,1
Night,Negative,1115.048663,2009-10-01,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-10-01 00:00:00,10.0,417.9268672,0,80.93473968054217,60.0,5.694834681032038,1011.359446,0.6874,0,1.0,0,3.0,0,0,0,0
Night,Kala,1510.94647,2010-05-11 00:00:00,132.0,0,0,Inter-Monsoon,621991,2010.0,1,0,2010-05-11 00:00:00,5.0,1041.405243,0,80.54913826,10.0,7.959377069,1679.24456,0.102,0,11.0,0,1.0,1,1,0,0
Night,Negative,401918.1251,2010-01-04,84.0,0,0,Dry,0,2010.0,1,0,2010-01-04 04:00:00,1.0,402201.5776,0,84.57042130825452,10.0,5.84795211192744,399526.6028,-0.2,0,4.0,4,0.0,0,0,0,0
Midday,Kala,2244.28144,,129.0,0,0,,621991,,1,0,,,464.3562818,0,80.58724956,10.0,7.965133376,3941.50428,0.7502,0,,12,,0,1,0,0
Afternoon,Negative,480.4430664,2010-03-05,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-05 16:00:00,3.0,1449.497527,0,82.06599515812614,10.0,6.648382739602331,5503.669844,0.8402,0,5.0,16,4.0,1,0,0,0
Evening,Wanamali,461.5352392,,47.0,0,0,,621512,,0,0,,,2210.099582,0,81.11957307,30.0,6.287308917,962.7401097,0.7121,0,,20,,0,1,0,1
Afternoon,Negative,3791.423145,2010-04-03,50.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-03 16:00:00,4.0,3483.802428,0,81.28775523722715,10.0,7.355444487245114,67.62062848,0.8699,0,3.0,16,5.0,1,0,0,0
Midday,Madara,4120.559069,,141.0,0,0,,621994,,1,0,,,1157.30917,0,80.46047485,10.0,7.965991855,2228.862416,0.7847,0,,12,,1,1,0,0
Early Morning,Negative,1115.048663,2010-03-09,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-03-09 08:00:00,3.0,417.9268672,0,81.17711051689922,60.0,5.438471817595583,1011.359446,0.6874,0,9.0,8,1.0,0,0,0,0
Night,Negative,1070.236594,2010-03-03,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-03-03 00:00:00,3.0,351.455844,0,83.7227264043886,40.0,6.976890619063775,1675.122865,0.7758,0,3.0,0,2.0,0,0,0,0
Midday,Negative,401204.4907,2009-12-02,84.0,0,0,Dry,0,2009.0,1,0,2009-12-02 12:00:00,12.0,401510.5496,0,83.35430558572482,10.0,4.553838051294581,398831.7056,-0.2,0,2.0,12,2.0,0,0,0,0
Evening,Madara,754.1162583,2010-03-05 00:00:00,90.0,0,0,Inter-Monsoon,621994,2010.0,0,0,2010-03-05 20:00:00,3.0,600.2418691,0,80.35636685,30.0,8.00169776,802.1816366,0.847,0,5.0,20,4.0,0,1,0,1
Midday,Negative,225.8991195,2010-09-04,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-04 12:00:00,9.0,963.1471465,0,82.03884568036256,10.0,5.04149785166092,681.9496245,0.7716,0,4.0,12,5.0,1,0,0,0
Night,Negative,4951.556926,2010-01-09,75.0,0,0,Dry,0,2010.0,1,0,2010-01-09 00:00:00,1.0,1047.61851,0,80.43350773318141,10.0,6.696946489858284,19740.61597,0.3874,0,9.0,0,5.0,0,0,0,0
Afternoon,Sugala,2810.561175,,19.0,0,0,,621513,,1,0,,,3107.597425,0,81.70622296,10.0,7.283202311,2486.730099,0.7361,0,,16,,0,1,0,0
Midday,Negative,283.3800832,2009-10-03,15.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-03 12:00:00,10.0,318.8917127,0,82.2977712917158,10.0,5.052563044857581,51.41555241,0.829,0,3.0,12,5.0,1,0,0,0
Night,Negative,1115.048663,2010-01-10,10.0,0,0,Dry,0,2010.0,0,1,2010-01-10 04:00:00,1.0,417.9268672,0,80.49245550124682,60.0,4.459032296025921,1011.359446,0.6874,0,10.0,4,6.0,0,0,0,0
Midday,Ekes,5358.691268,,123.0,0,0,,621996,,0,0,,,5288.886845,0,81.17896529,30.0,6.58196962,948.7637846,0.7526,0,,12,,0,1,0,1
Afternoon,Negative,4976.045495,2009-10-12,110.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-12 16:00:00,10.0,1233.205657,0,80.31000507411954,10.0,7.538495817428682,834.1068622,0.8146,0,12.0,16,0.0,0,0,0,0
Evening,Negative,1103.623085,2009-11-10,11.0,0,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-10 20:00:00,11.0,1688.341447,0,81.91633651560328,30.0,7.739975972910099,5533.143417,0.8288,0,10.0,20,1.0,0,0,0,1
Night,Negative,894.8593567,2010-09-09,12.0,0,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-09 00:00:00,9.0,1314.614974,0,80.12806732712416,30.0,5.924285639006066,750.2988052,0.8393,0,9.0,0,3.0,0,0,0,1
Afternoon,Negative,2800.112936,2009-10-09,11.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-09 16:00:00,10.0,1746.384265,0,81.80394101661416,10.0,6.397506394649805,2593.820317,0.8482,0,9.0,16,4.0,1,0,0,0
Afternoon,Negative,401204.4907,2010-09-12,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-12 16:00:00,9.0,401510.5496,0,83.86927716587759,10.0,5.082161977186146,398831.7056,-0.2,0,12.0,16,6.0,0,0,0,0
Night,Negative,2891.619566,2010-01-08,79.0,0,0,Dry,0,2010.0,0,0,2010-01-08 00:00:00,1.0,3591.215418,0,81.43777353703389,30.0,7.216571101157381,15693.14107,0.8978,0,8.0,0,4.0,1,0,0,1
Midday,Samudra,2717.36819,2010-05-05 00:00:00,131.0,0,0,Inter-Monsoon,621990,2010.0,1,0,2010-05-05 12:00:00,5.0,3083.282645,0,80.82766266,10.0,8.095847621,4207.050418,0.8484,0,5.0,12,2.0,1,1,0,0
Night,Ekes,5111.209146,2009-11-08 00:00:00,113.0,0,0,Inter-Monsoon-2,621996,2009.0,1,0,2009-11-08 04:00:00,11.0,5835.59243,0,81.18369036,10.0,6.565748289,1055.667471,0.8683,0,8.0,4,6.0,0,1,0,0
Night,Negative,1551.233711,2010-02-08,198.0,0,0,Dry,0,2010.0,1,0,2010-02-08 00:00:00,2.0,700.479064,0,80.70762193555976,10.0,7.383575267933421,3485.54485,0.7697,0,8.0,0,0.0,0,0,0,0
Evening,Negative,401204.4907,2010-09-09,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-09 20:00:00,9.0,401510.5496,0,83.15092989571568,10.0,5.267176465903667,398831.7056,-0.2,0,9.0,20,3.0,0,0,0,0
Evening,Negative,480.4430664,2010-01-08,16.0,0,0,Dry,0,2010.0,1,0,2010-01-08 20:00:00,1.0,1449.497527,0,82.26381247426306,10.0,6.2169148718199985,5503.669844,0.8402,0,8.0,20,4.0,1,0,0,0
Midday,Negative,1115.048663,2010-05-06,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-05-06 12:00:00,5.0,417.9268672,0,80.44150469155451,60.0,4.6472604490544995,1011.359446,0.6874,0,6.0,12,3.0,0,0,0,0
Midday,Ekes,5415.062248,2009-11-07 00:00:00,103.0,0,0,Inter-Monsoon-2,621996,2009.0,1,0,2009-11-07 12:00:00,11.0,5687.619136,0,81.18334524,10.0,6.561967153,1329.404436,0.8683,0,7.0,12,5.0,0,1,0,0
Evening,Negative,401433.7911,2010-09-11,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-11 20:00:00,9.0,401727.8367,0,84.26836660576194,10.0,5.532532619135952,399051.0405,-0.2,0,11.0,20,5.0,0,0,0,0
Midday,Chandi,495.6299826,,98.0,0,0,,622000,,1,0,,,405.189718,0,80.31293693,10.0,7.926762808,86.40891147,0.8452,0,,12,,0,1,0,0
Evening,Samudra,2200.86637,2010-03-02 00:00:00,131.0,0,0,Inter-Monsoon,621990,2010.0,0,0,2010-03-02 20:00:00,3.0,4300.018497,0,80.84019165,30.0,8.064347294,683.5069808,0.8934,0,2.0,20,1.0,1,1,0,1
Early Morning,Soma,245.085594,,36.0,0,0,,621995,,0,0,,,4635.202969,0,81.19252884,30.0,8.106837877,3327.119905,0.48,0,,8,,1,1,0,1
Early Morning,Negative,283.3800832,2010-04-10,15.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-10 08:00:00,4.0,318.8917127,0,82.56631790955257,10.0,5.050720904356384,51.41555241,0.829,0,10.0,8,5.0,1,0,0,0
Night,Negative,401204.4907,2009-12-04,84.0,0,0,Dry,0,2009.0,1,0,2009-12-04 00:00:00,12.0,401510.5496,0,83.859488243406,10.0,5.4018191769858594,398831.7056,-0.2,0,4.0,0,4.0,0,0,0,0
Afternoon,Negative,5109.21844,2009-12-11,18.0,0,0,Dry,0,2009.0,0,0,2009-12-11 16:00:00,12.0,3816.11333,0,82.30409333585992,30.0,8.366009831870379,4631.218098,0.5307,0,11.0,16,4.0,1,0,0,1
Midday,Samudra,1650.807045,2010-09-01 00:00:00,54.0,0,0,Inter-Monsoon-2,621990,2010.0,0,0,2010-09-01 12:00:00,9.0,2382.98506,0,80.95219866,30.0,7.895694069,264.3369207,0.622,0,1.0,12,2.0,0,1,0,1
Early Morning,Kala,1403.577197,2010-05-10 00:00:00,143.0,0,0,Inter-Monsoon,621991,2010.0,1,0,2010-05-10 08:00:00,5.0,1009.596038,0,80.53669103,10.0,7.958178428,2019.931103,0.2676,0,10.0,8,0.0,0,1,0,0
Evening,Negative,1115.048663,2009-11-09,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-11-09 20:00:00,11.0,417.9268672,0,80.39336020613771,60.0,4.43180869970591,1011.359446,0.6874,0,9.0,20,0.0,0,0,0,0
Evening,Ekes,2029.727144,,123.0,1,0,,621996,,0,0,,,3084.584335,0,81.17896724,40.0,6.612608662,11724.28667,0.7479,0,,20,,0,1,0,0
Early Morning,Negative,143.5193619,2010-01-12,9.0,1,0,Dry,0,2010.0,0,0,2010-01-12 08:00:00,1.0,2754.937194,0,83.10431080291626,40.0,7.961662009415535,5609.338295,0.7429,0,12.0,8,1.0,0,0,0,0
Afternoon,Negative,401204.4907,2010-02-09,84.0,0,0,Dry,0,2010.0,1,0,2010-02-09 16:00:00,2.0,401510.5496,0,83.92851475707221,10.0,4.964692373382957,398831.7056,-0.2,0,9.0,16,1.0,0,0,0,0
Midday,Mihiri,475.9782509,,159.0,0,0,,621999,,0,0,,,3568.503595,0,80.77057955,30.0,8.064866007,812.709423,0.7193,0,,12,,1,1,0,1
Night,Ekes,13242.15263,,115.0,0,0,,621996,,1,0,,,4990.503605,0,81.17844707,10.0,6.549268215,2481.709479,0.7586,0,,4,,0,1,0,0
Night,Negative,2839.103373,2010-03-12,91.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-03-12 00:00:00,3.0,5001.699809,0,81.06587773050495,80.0,7.655419884125392,18242.93852,-0.2,0,12.0,0,4.0,1,0,1,0
Evening,Samudra,2725.167583,2009-12-09 00:00:00,142.0,0,0,Dry,621991,2009.0,1,0,2009-12-09 20:00:00,12.0,2989.920854,0,80.82611193,10.0,8.092672002,3912.800113,0.8484,0,9.0,20,2.0,1,1,0,0
Evening,Ekes,2960.73595,2010-01-02 00:00:00,110.0,0,0,Dry,621996,2010.0,0,0,2010-01-02 20:00:00,1.0,7001.673904,0,81.21501666,30.0,6.568748164,1686.104305,0.7492,0,2.0,20,5.0,0,1,0,1
Evening,Negative,1070.236594,2009-10-10,10.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-10-10 20:00:00,10.0,351.455844,0,83.48189240414945,40.0,7.375125897258208,1675.122865,0.7758,0,10.0,20,5.0,0,0,0,0
Night,Soma,927.4056115,,30.0,0,0,,621995,,1,0,,,5451.378831,0,81.16326277,10.0,8.100826362,10554.53157,0.6662,0,,4,,1,1,0,0
Evening,Negative,401918.1251,2010-03-06,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-06 20:00:00,3.0,402201.5776,0,84.58438754130455,10.0,5.457693430463115,399526.6028,-0.2,0,6.0,20,5.0,0,0,0,0
Evening,Negative,480.4430664,2010-09-10,16.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-10 20:00:00,9.0,1449.497527,0,82.23615480395196,10.0,6.662040240859799,5503.669844,0.8402,0,10.0,20,4.0,1,0,0,0
Afternoon,Mihiri,4370.599821,,134.0,0,0,,621999,,1,0,,,3728.316506,0,80.81384323,10.0,8.066923178,3025.339807,0.8612,0,,16,,1,1,0,0
Night,Negative,401204.4907,2010-02-06,84.0,0,0,Dry,0,2010.0,1,0,2010-02-06 04:00:00,2.0,401510.5496,0,83.1053345149131,10.0,4.474200855665906,398831.7056,-0.2,0,6.0,4,5.0,0,0,0,0
Evening,Negative,1115.048663,2009-04-07,10.0,0,0,Inter-Monsoon,0,2009.0,0,1,2009-04-07 20:00:00,4.0,417.9268672,0,81.20084394330293,60.0,4.348684908344931,1011.359446,0.6874,0,7.0,20,1.0,0,0,0,0
Midday,Nancy,2529.346016,,115.0,0,0,,622001,,1,0,,,2160.620858,0,80.78217343,10.0,8.10812769,1715.094138,0.8652,0,,12,,1,1,0,0
Afternoon,Samudra,1974.418264,2010-01-08 00:00:00,126.0,0,0,Dry,621990,2010.0,0,0,2010-01-08 16:00:00,1.0,2752.798661,0,80.81178469,30.0,8.121945804,6257.46454,0.7062,0,8.0,16,4.0,1,1,0,1
Early Morning,Sakunthala,2596.74387,,76.0,0,0,,621992,,1,0,,,1788.945661,0,81.14986549,10.0,6.339416182,2193.185976,0.877,0,,8,,0,1,0,0
Night,Madara,1267.085801,2010-01-02 00:00:00,94.0,0,0,Dry,621994,2010.0,1,0,2010-01-02 00:00:00,1.0,730.9209315,0,80.29988367,10.0,7.989937927,228.0316889,0.8387,0,2.0,0,5.0,0,1,0,0
Midday,Negative,401204.4907,2009-12-09,84.0,0,0,Dry,0,2009.0,1,0,2009-12-09 12:00:00,12.0,401510.5496,0,83.21317367054554,10.0,5.453246332507216,398831.7056,-0.2,0,9.0,12,2.0,0,0,0,0
Evening,Nancy,1462.767746,,107.0,0,0,,622001,,0,0,,,852.9377883,0,80.82413987,80.0,8.035340875,93.94217925,0.8844,0,,20,,0,1,1,0
Night,Samudra,1731.925841,,131.0,0,0,,621990,,1,0,,,2245.543753,0,80.82028071,10.0,8.101941083,4311.502689,0.7495,0,,0,,1,1,0,0
Evening,Ekes,4385.284665,,124.0,1,0,,621996,,0,0,,,4314.738339,0,81.17321559,40.0,6.592094206,14072.68715,0.7304,0,,20,,0,1,0,0
Afternoon,Sugala,949.0242782,2010-05-08 00:00:00,44.0,0,0,Inter-Monsoon,621513,2010.0,1,0,2010-05-08 16:00:00,5.0,1973.340837,0,81.621421,10.0,7.346634902,8986.81964,0.7596,0,8.0,16,5.0,0,1,0,0
Midday,Negative,143.5193619,2009-10-12,9.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-10-12 12:00:00,10.0,2754.937194,0,84.17993441332379,40.0,8.021590053858024,5609.338295,0.7429,0,12.0,12,0.0,0,0,0,0
