location_id,year,month_num,region,location,Animal Death/Injury,Animal Parts Trade,Animal Possession,Domestic Animal Trespass,Drugs/Alcohol,Encroachment/Land,Fire,Hunting/Killing,Illegal Entry,Illegal Fishing,Illegal Logging,Meat/Egg Trade,Mining,Other,Tusk Theft,Weapons/Traps,top_offence,total_cases,has_offence,date,month_sin,month_cos,season,lag_cases_1,lag_has_1,lag_top_1,lag_cases_2,lag_has_2,lag_top_2,lag_cases_3,lag_has_3,lag_top_3,roll_3_cases,roll_6_cases,trend_3,trend_6,synthetic_flag
Anuradhapura|National Park,2023,5,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illegal Entry,13.0,1,2023-05-01,0.4999999999999999,-0.8660254037844387,SW_monsoon,5.0,1,Weapons/Traps,0.0,0,,14.0,1,Meat/Egg Trade,6.0,5.5,-1.0,1.0,0
Anuradhapura|National Park,2023,6,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,Illegal Logging,78.0,1,2023-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,13.0,1,Illegal Entry,5.0,1,Weapons/Traps,0.0,0,,32.0,18.333333333333332,78.0,77.0,0
Anuradhapura|National Park,2023,7,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,9.0,0.0,0.0,0.0,23.0,0.0,0.0,37.0,Fire,115.0,1,2023-07-01,-0.4999999999999997,-0.8660254037844388,SW_monsoon,78.0,1,Illegal Logging,13.0,1,Illegal Entry,5.0,1,Weapons/Traps,68.66666666666667,37.5,110.0,115.0,0
Anuradhapura|National Park,2023,8,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,Illegal Entry,49.0,1,2023-08-01,-0.8660254037844384,-0.5000000000000004,SW_monsoon,115.0,1,Fire,78.0,1,Illegal Logging,13.0,1,Illegal Entry,80.66666666666667,43.333333333333336,36.0,35.0,0
Anuradhapura|National Park,2023,9,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2023-09-01,-1.0,-1.8369701987210294e-16,SW_monsoon,49.0,1,Illegal Entry,115.0,1,Fire,78.0,1,Illegal Logging,54.666666666666664,43.333333333333336,-78.0,0.0,0
Anuradhapura|National Park,2023,10,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2023-10-01,-0.8660254037844386,0.5000000000000001,Inter_OctNov,0.0,0,,49.0,1,Illegal Entry,115.0,1,Fire,16.333333333333332,42.5,-115.0,-5.0,0
Anuradhapura|National Park,2023,11,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2023-11-01,-0.5000000000000004,0.8660254037844384,Inter_OctNov,0.0,0,,0.0,0,,49.0,1,Illegal Entry,0.0,40.333333333333336,-49.0,-13.0,0
Anuradhapura|National Park,2023,12,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Illegal Entry,11.0,1,2023-12-01,-2.4492935982947064e-16,1.0,NE_monsoon,0.0,0,,0.0,0,,0.0,0,,3.6666666666666665,29.166666666666668,11.0,-67.0,0
Anuradhapura|National Park,2024,1,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fire,15.0,1,2024-01-01,0.4999999999999999,0.8660254037844387,NE_monsoon,11.0,1,Illegal Entry,0.0,0,,0.0,0,,8.666666666666666,12.5,15.0,-100.0,0
Anuradhapura|National Park,2024,2,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2024-02-01,0.8660254037844386,0.5000000000000001,NE_monsoon,15.0,1,Fire,11.0,1,Illegal Entry,0.0,0,,8.666666666666666,4.333333333333333,0.0,-49.0,0
